nationalInsuranceNumber,lastName,dateOfBirth,nationalAsylumSeekerServiceNumber,group
AB899303D,JVRDZIBPAU,1990-01-01,,RichcBulk
AB443770D,JBIGRREAQB,1990-01-01,,RichcBulk
AB430252D,SFVOGFKNKC,1990-01-01,,RichcBulk
AB634996D,RYYEQMRPRG,1990-01-01,,RichcBulk
AB694714D,ITOCHSFLGK,1990-01-01,,RichcBulk
AB348018D,TMHPMUHYAD,1990-01-01,,RichcBulk
AB239659D,QNDUHEUVNL,1990-01-01,,RichcBulk
AB919357D,QYAUDMPXDF,1990-01-01,,RichcBulk
AB955124D,BLKQPRELFU,1990-01-01,,RichcBulk
AB770352D,CFJTSFAKRT,1990-01-01,,RichcBulk
AB782162D,SZFIEKGNJI,1990-01-01,,RichcBulk
AB408212D,QXYQKKNBAH,1990-01-01,,RichcBulk
AB286001D,CXYHMEWVOB,1990-01-01,,RichcBulk
AB201774D,CMSGFXQCDM,1990-01-01,,RichcBulk
AB797133D,KTRPATLMMZ,1990-01-01,,RichcBulk
AB810214D,YTZCKGGELF,1990-01-01,,RichcBulk
AB150611D,WVLEKHKTXZ,1990-01-01,,RichcBulk
AB126174D,WNKEYLIFXN,1990-01-01,,RichcBulk
AB361874D,HFVFSTURVK,1990-01-01,,RichcBulk
AB817016D,MWHXKQPERT,1990-01-01,,RichcBulk
AB549905D,JQEOMEHIEE,1990-01-01,,RichcBulk
AB432203D,XXDIFZJXDC,1990-01-01,,RichcBulk
AB347714D,IYELTRYWGH,1990-01-01,,RichcBulk
AB337172D,ZOZCYLUEWA,1990-01-01,,RichcBulk
AB963752D,GDMWIDRRQP,1990-01-01,,RichcBulk
AB719807D,UTHJQAOSLX,1990-01-01,,RichcBulk
AB603655D,BIGMDCAWMY,1990-01-01,,RichcBulk
AB465169D,RHJYNETDGW,1990-01-01,,RichcBulk
AB507204D,RZFFSPNTMH,1990-01-01,,RichcBulk
AB552763D,NKUCWINYRS,1990-01-01,,RichcBulk
AB743580D,MOLPDKBTJA,1990-01-01,,RichcBulk
AB361568D,BHVKCXHPFN,1990-01-01,,RichcBulk
AB265080D,XPNSZQAQPX,1990-01-01,,RichcBulk
AB240449D,TYTLRPJNRN,1990-01-01,,RichcBulk
AB137593D,KPHMVONPNG,1990-01-01,,RichcBulk
AB976066D,RKOAXBYVVJ,1990-01-01,,RichcBulk
AB914101D,QZSHSVXKQZ,1990-01-01,,RichcBulk
AB166748D,CRDCBVNKHE,1990-01-01,,RichcBulk
AB666805D,KZXEBZLBZG,1990-01-01,,RichcBulk
AB248033D,DMNFJPUUXV,1990-01-01,,RichcBulk
AB673819D,FWQELKANUI,1990-01-01,,RichcBulk
AB863757D,UXUWKDREXU,1990-01-01,,RichcBulk
AB637928D,USBVPXLEHB,1990-01-01,,RichcBulk
AB975603D,HOAGXMZALC,1990-01-01,,RichcBulk
AB314382D,ENYWEQLYFC,1990-01-01,,RichcBulk
AB744497D,WXCACNKWRE,1990-01-01,,RichcBulk
AB746112D,YURTFQPGEQ,1990-01-01,,RichcBulk
AB664321D,SKYTGMWEVV,1990-01-01,,RichcBulk
AB131527D,GSHRPAVHCI,1990-01-01,,RichcBulk
AB443854D,AEVMUXJNDT,1990-01-01,,RichcBulk
AB667995D,EIHXTCJARM,1990-01-01,,RichcBulk
AB358736D,AHTZKSYHXQ,1990-01-01,,RichcBulk
AB317417D,IWBPTADVGX,1990-01-01,,RichcBulk
AB787345D,BJEFKZLEYY,1990-01-01,,RichcBulk
AB130244D,NZLYFQQXSX,1990-01-01,,RichcBulk
AB105662D,LSXLIJKFED,1990-01-01,,RichcBulk
AB966317D,HYAZFPFFLJ,1990-01-01,,RichcBulk
AB396668D,ZJNTGBNBXH,1990-01-01,,RichcBulk
AB908633D,WBDRMAYFEP,1990-01-01,,RichcBulk
AB741036D,MZLJLWJQKD,1990-01-01,,RichcBulk
AB405079D,ZLCWWFZUPJ,1990-01-01,,RichcBulk
AB756096D,BASTLXSLWW,1990-01-01,,RichcBulk
AB424253D,DQTJDFJEFH,1990-01-01,,RichcBulk
AB823874D,MMPHBKXQHJ,1990-01-01,,RichcBulk
AB623132D,CRPTCXRGAL,1990-01-01,,RichcBulk
AB703040D,WEIHMIVVZB,1990-01-01,,RichcBulk
AB943991D,NVTQZWDHDB,1990-01-01,,RichcBulk
AB799955D,PKMLDDOPKX,1990-01-01,,RichcBulk
AB630517D,ZCXETPDHZZ,1990-01-01,,RichcBulk
AB452109D,BVHOHRCYHC,1990-01-01,,RichcBulk
AB900798D,QYLSEJUCGN,1990-01-01,,RichcBulk
AB184229D,FTOKFYUAMO,1990-01-01,,RichcBulk
AB479249D,DHGULLPEKP,1990-01-01,,RichcBulk
AB433822D,TKEMVYTTNK,1990-01-01,,RichcBulk
AB183077D,TSCWBUAWXY,1990-01-01,,RichcBulk
AB589294D,JJDYKQSVXA,1990-01-01,,RichcBulk
AB803474D,CJULBULTLB,1990-01-01,,RichcBulk
AB275142D,WTLNTVOMLC,1990-01-01,,RichcBulk
AB627048D,XNOMKAWOLG,1990-01-01,,RichcBulk
AB102712D,BYPQHNJHJE,1990-01-01,,RichcBulk
AB968286D,JWCKKBDGHZ,1990-01-01,,RichcBulk
AB826368D,SKBJYOLWYH,1990-01-01,,RichcBulk
AB273996D,HDFJLKWNDH,1990-01-01,,RichcBulk
AB530929D,UFSJRPYVHV,1990-01-01,,RichcBulk
AB950121D,PWLNUJQWGN,1990-01-01,,RichcBulk
AB653878D,VCVOORBVRB,1990-01-01,,RichcBulk
AB443703D,JQYSWUPXGE,1990-01-01,,RichcBulk
AB163903D,OPNLBETCQO,1990-01-01,,RichcBulk
AB342242D,UFPLJVEFPK,1990-01-01,,RichcBulk
AB841184D,ARWHQVKTOZ,1990-01-01,,RichcBulk
AB312123D,WZJCJMHYWV,1990-01-01,,RichcBulk
AB392814D,XAITOMVDCF,1990-01-01,,RichcBulk
AB533537D,RTSNDOVWED,1990-01-01,,RichcBulk
AB838113D,RDAQEFDDDK,1990-01-01,,RichcBulk
AB345630D,UYCGRYGASP,1990-01-01,,RichcBulk
AB450850D,YRXDMIABKK,1990-01-01,,RichcBulk
AB506046D,LMBJBDTTNH,1990-01-01,,RichcBulk
AB121070D,MVEBBMKZIO,1990-01-01,,RichcBulk
AB415980D,QJOUOAXVEU,1990-01-01,,RichcBulk
AB471954D,AQWQHLUSIA,1990-01-01,,RichcBulk
AB735277D,ESBJENZLYL,1990-01-01,,RichcBulk
AB556511D,RBDGKSJNQJ,1990-01-01,,RichcBulk
AB831492D,VBEINAGZBS,1990-01-01,,RichcBulk
AB965413D,PCNXNUDOQS,1990-01-01,,RichcBulk
AB779133D,JPXCJZLMKQ,1990-01-01,,RichcBulk
AB228719D,TRRVLUHGQY,1990-01-01,,RichcBulk
AB285852D,FEGPJFZXGN,1990-01-01,,RichcBulk
AB458330D,YDRLFVIGXR,1990-01-01,,RichcBulk
AB438097D,AQCTIXFHAZ,1990-01-01,,RichcBulk
AB909264D,JYPKTRTISE,1990-01-01,,RichcBulk
AB595788D,UWXUGDFRTL,1990-01-01,,RichcBulk
AB596403D,SPWWTXXTGF,1990-01-01,,RichcBulk
AB954284D,AHTDCADMOC,1990-01-01,,RichcBulk
AB761893D,YKQIWWVOQK,1990-01-01,,RichcBulk
AB143054D,XRCWTLUVTW,1990-01-01,,RichcBulk
AB836251D,UHKKTSYKIT,1990-01-01,,RichcBulk
AB501053D,TFHEEVPBOU,1990-01-01,,RichcBulk
AB236279D,NACQPYVGYZ,1990-01-01,,RichcBulk
AB273321D,CBSMBCRDIO,1990-01-01,,RichcBulk
AB421040D,GSAVJRJZVN,1990-01-01,,RichcBulk
AB245029D,UZUEOKRRJC,1990-01-01,,RichcBulk
AB399046D,LKUFVHEVVZ,1990-01-01,,RichcBulk
AB636909D,JJLORKHMRJ,1990-01-01,,RichcBulk
AB176629D,TAPEGREWFG,1990-01-01,,RichcBulk
AB266248D,EXWPUCMAWF,1990-01-01,,RichcBulk
AB709147D,CNHRYOUCHX,1990-01-01,,RichcBulk
AB179943D,PKPFSMWBWV,1990-01-01,,RichcBulk
AB837073D,DEUQVMZAOR,1990-01-01,,RichcBulk
AB618503D,SWSCYZFRTD,1990-01-01,,RichcBulk
AB977904D,TDFCGUKRFS,1990-01-01,,RichcBulk
AB483419D,DMMXCDCWII,1990-01-01,,RichcBulk
AB436870D,FKJLNXOZGJ,1990-01-01,,RichcBulk
AB592850D,ESEAMLUAVP,1990-01-01,,RichcBulk
AB522306D,MZHNNNGCZE,1990-01-01,,RichcBulk
AB948844D,WBRPPOFHDR,1990-01-01,,RichcBulk
AB942362D,BGBVHSSOJA,1990-01-01,,RichcBulk
AB128449D,NWBRMAFFEF,1990-01-01,,RichcBulk
AB512704D,MZCAZWEAFJ,1990-01-01,,RichcBulk
AB368996D,WANKZEXJJO,1990-01-01,,RichcBulk
AB935982D,JLCUGYCHNE,1990-01-01,,RichcBulk
AB908464D,YJHGKYQXAF,1990-01-01,,RichcBulk
AB151704D,MWBUEFKYCN,1990-01-01,,RichcBulk
AB187486D,FTSTDDTYTJ,1990-01-01,,RichcBulk
AB740278D,BMUIEKXMAR,1990-01-01,,RichcBulk
AB990519D,SCTWVOVKCK,1990-01-01,,RichcBulk
AB959838D,QTJNLUDPJE,1990-01-01,,RichcBulk
AB621704D,NUFBKSYNGN,1990-01-01,,RichcBulk
AB771446D,HHBGQGCVOA,1990-01-01,,RichcBulk
AB463544D,ZJLDHYCZLO,1990-01-01,,RichcBulk
AB646599D,NQQRRFYPNT,1990-01-01,,RichcBulk
AB696989D,SZNLWSHVRD,1990-01-01,,RichcBulk
AB670899D,ESOUHHHFRH,1990-01-01,,RichcBulk
AB713610D,DCBCGVLPUR,1990-01-01,,RichcBulk
AB841133D,NFQKNQMVMS,1990-01-01,,RichcBulk
AB130276D,KHJCWFIAFR,1990-01-01,,RichcBulk
AB767813D,URZPXDRVAE,1990-01-01,,RichcBulk
AB156116D,BQUYGYSUZN,1990-01-01,,RichcBulk
AB659519D,XEDQKKVRCR,1990-01-01,,RichcBulk
AB678156D,FYXSJVXHAO,1990-01-01,,RichcBulk
AB873077D,SLQDKVSGBZ,1990-01-01,,RichcBulk
AB344453D,QEEIEMSFAN,1990-01-01,,RichcBulk
AB561093D,NVQGFDSDHG,1990-01-01,,RichcBulk
AB835199D,SHNHSCSJJV,1990-01-01,,RichcBulk
AB229404D,DNCQDXDFJQ,1990-01-01,,RichcBulk
AB430038D,KALKVADXKN,1990-01-01,,RichcBulk
AB540869D,DIYUQOIWGO,1990-01-01,,RichcBulk
AB104662D,EQOWWAESKZ,1990-01-01,,RichcBulk
AB510922D,KESWJZCDRT,1990-01-01,,RichcBulk
AB644926D,DUCNEVVRQH,1990-01-01,,RichcBulk
AB534266D,NGRIKHLUZX,1990-01-01,,RichcBulk
AB213276D,DLVMWACEWB,1990-01-01,,RichcBulk
AB573958D,YSAMFGDEQY,1990-01-01,,RichcBulk
AB280516D,NYHHRQVYGA,1990-01-01,,RichcBulk
AB851704D,THHEHJVWYE,1990-01-01,,RichcBulk
AB182380D,JVTAXGERHP,1990-01-01,,RichcBulk
AB321161D,ITSLMNDUZF,1990-01-01,,RichcBulk
AB728416D,ASMERMFKIM,1990-01-01,,RichcBulk
AB161336D,UNTBFRUMEQ,1990-01-01,,RichcBulk
AB814477D,YPPJSXWSEM,1990-01-01,,RichcBulk
AB241106D,IXJRKWQRHK,1990-01-01,,RichcBulk
AB162492D,PXYOKMJHKQ,1990-01-01,,RichcBulk
AB898642D,SXFOHLPIHA,1990-01-01,,RichcBulk
AB752150D,AXCGPBBYJU,1990-01-01,,RichcBulk
AB517642D,JBJYBIYWAY,1990-01-01,,RichcBulk
AB567696D,UHSNFUTEYV,1990-01-01,,RichcBulk
AB664984D,YCHAJTVXJT,1990-01-01,,RichcBulk
AB502035D,GGDVRKFIBO,1990-01-01,,RichcBulk
AB494892D,BNBPJTHGJF,1990-01-01,,RichcBulk
AB566883D,WXZBSEWPOD,1990-01-01,,RichcBulk
AB673343D,DMYOJXFGDC,1990-01-01,,RichcBulk
AB861741D,EOOLDAZLGH,1990-01-01,,RichcBulk
AB383322D,IZZKWLXXQV,1990-01-01,,RichcBulk
AB225550D,KTFEWZXHJR,1990-01-01,,RichcBulk
AB118704D,XZUFIOXVGA,1990-01-01,,RichcBulk
AB549590D,UDQMSZOOBL,1990-01-01,,RichcBulk
AB435657D,IVYKIGUIET,1990-01-01,,RichcBulk
AB995193D,PWXRTDCRWW,1990-01-01,,RichcBulk
AB755731D,RRXELROHVO,1990-01-01,,RichcBulk
AB505314D,BXLURGFATC,1990-01-01,,RichcBulk
AB257122D,BPOANUIKHB,1990-01-01,,RichcBulk
AB605572D,SKQGXZJVKU,1990-01-01,,RichcBulk
AB728439D,ENVVQOJMKE,1990-01-01,,RichcBulk
AB633725D,RBAZFCYMRF,1990-01-01,,RichcBulk
AB332164D,DVDOAGLYQN,1990-01-01,,RichcBulk
AB462958D,DHIJHKZQJG,1990-01-01,,RichcBulk
AB690044D,IAHZEHDGAH,1990-01-01,,RichcBulk
AB327415D,QTXAPOSNLA,1990-01-01,,RichcBulk
AB694762D,PLUVTEXYSE,1990-01-01,,RichcBulk
AB388990D,XFFRCQOJAZ,1990-01-01,,RichcBulk
AB854526D,KTSMJUNLYB,1990-01-01,,RichcBulk
AB194378D,CAJPSJHVZU,1990-01-01,,RichcBulk
AB148181D,FGRGCMFVGZ,1990-01-01,,RichcBulk
AB689183D,QDACWEELNL,1990-01-01,,RichcBulk
AB837892D,LOZIJRPMKX,1990-01-01,,RichcBulk
AB197340D,FBDGUYPTTZ,1990-01-01,,RichcBulk
AB600302D,FBUMOXWCUL,1990-01-01,,RichcBulk
AB704884D,UAYBXFSISO,1990-01-01,,RichcBulk
AB668823D,GAJYJIVATX,1990-01-01,,RichcBulk
AB663338D,XXIWFUMSQZ,1990-01-01,,RichcBulk
AB587793D,KHQCSBCUDS,1990-01-01,,RichcBulk
AB754350D,LZDCFRXZDD,1990-01-01,,RichcBulk
AB306359D,OUSYUFIUAP,1990-01-01,,RichcBulk
AB380480D,FLJEKMUDHP,1990-01-01,,RichcBulk
AB275815D,OGMYDMLKFV,1990-01-01,,RichcBulk
AB161132D,PIWFOIWWUR,1990-01-01,,RichcBulk
AB406316D,YRYNHIVIPD,1990-01-01,,RichcBulk
AB980126D,HCZZWTAAHJ,1990-01-01,,RichcBulk
AB279699D,KXSLNMQIVI,1990-01-01,,RichcBulk
AB788319D,EARMNMKONO,1990-01-01,,RichcBulk
AB530222D,CLVYZCSHFT,1990-01-01,,RichcBulk
AB482834D,WDRNVBVNGR,1990-01-01,,RichcBulk
AB694507D,FYFJAGCXBC,1990-01-01,,RichcBulk
AB870190D,PUHRRNRLHO,1990-01-01,,RichcBulk
AB357548D,MCGOKNCPKP,1990-01-01,,RichcBulk
AB702491D,TTFHMESBMD,1990-01-01,,RichcBulk
AB447785D,GLUADSVXEH,1990-01-01,,RichcBulk
AB460931D,TSJZQXSMNT,1990-01-01,,RichcBulk
AB908209D,NEJQAKVEPP,1990-01-01,,RichcBulk
AB451571D,DQZUIPQLLE,1990-01-01,,RichcBulk
AB869237D,RVJFAOTKTP,1990-01-01,,RichcBulk
AB974225D,PEYHXAUFCG,1990-01-01,,RichcBulk
AB683173D,HAUPEDECQR,1990-01-01,,RichcBulk
AB618837D,NIWHLBEKVX,1990-01-01,,RichcBulk
AB547647D,ITPVZQJUOC,1990-01-01,,RichcBulk
AB848979D,SIXLIWDNMY,1990-01-01,,RichcBulk
AB367383D,ZMQRYIEFPX,1990-01-01,,RichcBulk
AB880919D,VOINBMYWXV,1990-01-01,,RichcBulk
AB248478D,INMZCBMLJI,1990-01-01,,RichcBulk
AB443154D,ZOPGTYGJJD,1990-01-01,,RichcBulk
AB345562D,CREMJBTJEP,1990-01-01,,RichcBulk
AB738962D,FCHGIQHFCH,1990-01-01,,RichcBulk
AB899578D,EFXNFQNJZA,1990-01-01,,RichcBulk
AB183621D,URGIUSUVJU,1990-01-01,,RichcBulk
AB147733D,JNQXDRSBFX,1990-01-01,,RichcBulk
AB221321D,XPHLXIEZPD,1990-01-01,,RichcBulk
AB518601D,XBTTSXBXIK,1990-01-01,,RichcBulk
AB302168D,SQLMRYXVQR,1990-01-01,,RichcBulk
AB332530D,BDYRZDREZP,1990-01-01,,RichcBulk
AB961400D,KQDWCNNMIC,1990-01-01,,RichcBulk
AB373444D,OAQYIKGUDU,1990-01-01,,RichcBulk
AB817978D,PBZQRMWDSJ,1990-01-01,,RichcBulk
AB262542D,XLSZSXNUBM,1990-01-01,,RichcBulk
AB692475D,UAYLBOXENJ,1990-01-01,,RichcBulk
AB605675D,FDQCUOWKGO,1990-01-01,,RichcBulk
AB128476D,YALJDLVIBV,1990-01-01,,RichcBulk
AB946202D,WFSSYDCXCO,1990-01-01,,RichcBulk
AB141912D,WFPRVEPOPY,1990-01-01,,RichcBulk
AB187738D,NGMPETJMSC,1990-01-01,,RichcBulk
AB216194D,HUSIRIJAPS,1990-01-01,,RichcBulk
AB490527D,MGFXVQTDPG,1990-01-01,,RichcBulk
AB909412D,QRUKKNZKXV,1990-01-01,,RichcBulk
AB419971D,RPZJOELHCA,1990-01-01,,RichcBulk
AB126888D,INRTFBJESM,1990-01-01,,RichcBulk
AB390426D,AOUCBJWYEE,1990-01-01,,RichcBulk
AB155065D,UHUKDLSFXU,1990-01-01,,RichcBulk
AB210710D,GIEIWUOMDO,1990-01-01,,RichcBulk
AB285975D,CVSBAWYMER,1990-01-01,,RichcBulk
AB462381D,GXHRSYIHPB,1990-01-01,,RichcBulk
AB275635D,ZOWLOKIIKW,1990-01-01,,RichcBulk
AB860194D,XMWIFMHJLZ,1990-01-01,,RichcBulk
AB333104D,NAPYBCDSWW,1990-01-01,,RichcBulk
AB685485D,NEBPXZCSGE,1990-01-01,,RichcBulk
AB639400D,URSVCAGWUA,1990-01-01,,RichcBulk
AB980832D,VAGBKBYAWM,1990-01-01,,RichcBulk
AB388868D,XROSGGJRTM,1990-01-01,,RichcBulk
AB456840D,JICYVAXZHO,1990-01-01,,RichcBulk
AB294356D,USLFLTOSCH,1990-01-01,,RichcBulk
AB729792D,KNHASAZAZQ,1990-01-01,,RichcBulk
AB646547D,HCRYWUFZYF,1990-01-01,,RichcBulk
AB144248D,FTTPDFHUVD,1990-01-01,,RichcBulk
AB293810D,FHYRKGDYES,1990-01-01,,RichcBulk
AB117531D,MZMBDCIDDA,1990-01-01,,RichcBulk
AB147693D,WKKXHADGGF,1990-01-01,,RichcBulk
AB222471D,SSJEEPWLRL,1990-01-01,,RichcBulk
AB172238D,RMXZGBMDIC,1990-01-01,,RichcBulk
AB504351D,KAEJKBBPOR,1990-01-01,,RichcBulk
AB257164D,TELNIKHVEW,1990-01-01,,RichcBulk
AB910823D,SRYONXGMJE,1990-01-01,,RichcBulk
AB871944D,DZWPKNPHZH,1990-01-01,,RichcBulk
AB508111D,OSZZVFRMVN,1990-01-01,,RichcBulk
AB991573D,GJENFUKHAI,1990-01-01,,RichcBulk
AB185128D,AQOQVYCKVZ,1990-01-01,,RichcBulk
AB842500D,NZQRTRDFTW,1990-01-01,,RichcBulk
AB735297D,NLKLXYUBHV,1990-01-01,,RichcBulk
AB728696D,OLAZHZMIZD,1990-01-01,,RichcBulk
AB740442D,BTASYCWMOM,1990-01-01,,RichcBulk
AB667781D,HHBGSNBSUT,1990-01-01,,RichcBulk
AB560386D,ZNYTELTMXI,1990-01-01,,RichcBulk
AB393516D,DRJLVENOBV,1990-01-01,,RichcBulk
AB371102D,ZSOUZBDMIG,1990-01-01,,RichcBulk
AB602863D,VUNERJKOJZ,1990-01-01,,RichcBulk
AB813419D,ABJQFTZNKJ,1990-01-01,,RichcBulk
AB740351D,VDYYWSNCWP,1990-01-01,,RichcBulk
AB218656D,NGAJDADXUV,1990-01-01,,RichcBulk
AB444351D,SVYJWKZECJ,1990-01-01,,RichcBulk
AB420401D,ASVHRJCUAB,1990-01-01,,RichcBulk
AB476793D,OFFBNVJOKH,1990-01-01,,RichcBulk
AB823093D,ILMHPYMVOX,1990-01-01,,RichcBulk
AB918919D,MVUEPJVCVL,1990-01-01,,RichcBulk
AB317161D,JYNDVLNCEA,1990-01-01,,RichcBulk
AB574734D,GGAFUEYPZF,1990-01-01,,RichcBulk
AB602176D,RRGZJDALWK,1990-01-01,,RichcBulk
AB837636D,XVGOYZCUIR,1990-01-01,,RichcBulk
AB911931D,OWXMHTAZYZ,1990-01-01,,RichcBulk
AB878811D,QBASXUOPMA,1990-01-01,,RichcBulk
AB553676D,SVEJSXZVJP,1990-01-01,,RichcBulk
AB605048D,VPEKPIYHMD,1990-01-01,,RichcBulk
AB715376D,DWZISKGMPG,1990-01-01,,RichcBulk
AB648161D,BWDJPEUQGF,1990-01-01,,RichcBulk
AB332799D,NRBMYIGJFX,1990-01-01,,RichcBulk
AB186583D,TLEPVPDWJU,1990-01-01,,RichcBulk
AB121291D,MADGNENOLM,1990-01-01,,RichcBulk
AB483794D,JOTHIJSCOZ,1990-01-01,,RichcBulk
AB275489D,LHIKKSLSAT,1990-01-01,,RichcBulk
AB258153D,XZKUDSOPSZ,1990-01-01,,RichcBulk
AB646858D,YTXFUBPIKP,1990-01-01,,RichcBulk
AB477603D,USZWZWXTDH,1990-01-01,,RichcBulk
AB287924D,NRWPUVLPUX,1990-01-01,,RichcBulk
AB120348D,TICAHEHKLJ,1990-01-01,,RichcBulk
AB966194D,YZQWYEJIEW,1990-01-01,,RichcBulk
AB828520D,ZKFAFWKQEA,1990-01-01,,RichcBulk
AB436311D,QSFLJGOEWU,1990-01-01,,RichcBulk
AB714965D,RNSZJZJIKT,1990-01-01,,RichcBulk
AB777742D,IZCUGSAWCM,1990-01-01,,RichcBulk
AB103655D,GIEEJAJDTV,1990-01-01,,RichcBulk
AB295544D,YZZHJXFPQH,1990-01-01,,RichcBulk
AB637247D,SQXHKNPSET,1990-01-01,,RichcBulk
AB274909D,FAWZRVZPON,1990-01-01,,RichcBulk
AB621460D,XFSQUFJODZ,1990-01-01,,RichcBulk
AB643584D,ETOSXWINDL,1990-01-01,,RichcBulk
AB563958D,XFNXBZTOGH,1990-01-01,,RichcBulk
AB490203D,BEAOCESNNG,1990-01-01,,RichcBulk
AB534158D,XPIIKLCEDK,1990-01-01,,RichcBulk
AB560941D,FVXKZTGWQD,1990-01-01,,RichcBulk
AB613171D,WUVCOKOMDR,1990-01-01,,RichcBulk
AB386342D,KOOJRSBXHM,1990-01-01,,RichcBulk
AB252185D,WUGBCYUBXY,1990-01-01,,RichcBulk
AB173708D,VDCCHUZDKU,1990-01-01,,RichcBulk
AB339378D,VPKEYDCPVY,1990-01-01,,RichcBulk
AB900934D,FZRPARNFCW,1990-01-01,,RichcBulk
AB526210D,EQLRDYWFWH,1990-01-01,,RichcBulk
AB196614D,WOVAMVSAMV,1990-01-01,,RichcBulk
AB774728D,EWKUETGWBB,1990-01-01,,RichcBulk
AB321120D,HRBGOBRHLW,1990-01-01,,RichcBulk
AB208757D,OQRJZARQUP,1990-01-01,,RichcBulk
AB476436D,VLZNQQPULQ,1990-01-01,,RichcBulk
AB559271D,UTXNPSUXOU,1990-01-01,,RichcBulk
AB527307D,UBUMIPXRPQ,1990-01-01,,RichcBulk
AB901532D,QOGVKLYFXD,1990-01-01,,RichcBulk
AB503426D,SFLKTWHVCF,1990-01-01,,RichcBulk
AB946096D,IPCNKTJBCS,1990-01-01,,RichcBulk
AB593846D,ZPEYGSHIFQ,1990-01-01,,RichcBulk
AB583889D,MDXLSBGHHK,1990-01-01,,RichcBulk
AB377847D,JVBWJUKBMW,1990-01-01,,RichcBulk
AB356383D,BTOQEHMAKY,1990-01-01,,RichcBulk
AB910775D,GJQXFRMKUS,1990-01-01,,RichcBulk
AB791850D,ENJPVVCJHF,1990-01-01,,RichcBulk
AB542564D,KJECHFECUV,1990-01-01,,RichcBulk
AB982808D,WFVUQBZLZQ,1990-01-01,,RichcBulk
AB795936D,DLSSVBOTLG,1990-01-01,,RichcBulk
AB674252D,WJTWEYMBBI,1990-01-01,,RichcBulk
AB239378D,VEIDPJXMBL,1990-01-01,,RichcBulk
AB550748D,JUVSYGVFAH,1990-01-01,,RichcBulk
AB246188D,YPUEOSECFL,1990-01-01,,RichcBulk
AB329556D,AZNDYDFDPA,1990-01-01,,RichcBulk
AB609375D,AQQTZDCPTD,1990-01-01,,RichcBulk
AB210680D,USSJUKQASL,1990-01-01,,RichcBulk
AB610313D,DQPDRRRCAU,1990-01-01,,RichcBulk
AB531334D,WTLOYYDELL,1990-01-01,,RichcBulk
AB477198D,CMONXSMERE,1990-01-01,,RichcBulk
AB879376D,GSHHDWGLGX,1990-01-01,,RichcBulk
AB958601D,TLRSHPQJKP,1990-01-01,,RichcBulk
AB491183D,IIKPKSQSNK,1990-01-01,,RichcBulk
AB115774D,QIEBQKKDII,1990-01-01,,RichcBulk
AB199727D,UCCUICUJQY,1990-01-01,,RichcBulk
AB398246D,XXYOBRSBGD,1990-01-01,,RichcBulk
AB335887D,BAYTYCAMXR,1990-01-01,,RichcBulk
AB952605D,LZQTBUVFYG,1990-01-01,,RichcBulk
AB768625D,PBFQNCXRTN,1990-01-01,,RichcBulk
AB619687D,KXMASTLRCA,1990-01-01,,RichcBulk
AB298197D,PHCRUXZCSY,1990-01-01,,RichcBulk
AB977720D,ARSYFILMTE,1990-01-01,,RichcBulk
AB592059D,KGMODPWRJT,1990-01-01,,RichcBulk
AB637124D,FYKBDQHFKU,1990-01-01,,RichcBulk
AB670501D,AXXESGTZGU,1990-01-01,,RichcBulk
AB711516D,BHEHLKSFPG,1990-01-01,,RichcBulk
AB407746D,EOJEJVBVKC,1990-01-01,,RichcBulk
AB455918D,JPRLKZEVLM,1990-01-01,,RichcBulk
AB561389D,IWTLJWDFNW,1990-01-01,,RichcBulk
AB804025D,NQGPUUNTNK,1990-01-01,,RichcBulk
AB403232D,KISAKMIGYL,1990-01-01,,RichcBulk
AB991215D,VZGOVVSLEF,1990-01-01,,RichcBulk
AB390791D,OAALPCOOUF,1990-01-01,,RichcBulk
AB419906D,BIBDAIPSZX,1990-01-01,,RichcBulk
AB211485D,QCLZWUBKAD,1990-01-01,,RichcBulk
AB491898D,XHZBKKKPUS,1990-01-01,,RichcBulk
AB150870D,MHMOEYJSND,1990-01-01,,RichcBulk
AB146224D,UUKRNNMIOY,1990-01-01,,RichcBulk
AB281112D,DXMOTWHEOL,1990-01-01,,RichcBulk
AB486117D,HWXPNPLBPM,1990-01-01,,RichcBulk
AB274728D,MELCGDCZKJ,1990-01-01,,RichcBulk
AB912892D,WRTADOEUCN,1990-01-01,,RichcBulk
AB879450D,XKCZJSLFKD,1990-01-01,,RichcBulk
AB284748D,IQOPYAGQMY,1990-01-01,,RichcBulk
AB847427D,QZRKVQLMYT,1990-01-01,,RichcBulk
AB974278D,HLNRHBHRNO,1990-01-01,,RichcBulk
AB399487D,PDHNEIAZWU,1990-01-01,,RichcBulk
AB668752D,XNXZLRUAOC,1990-01-01,,RichcBulk
AB688672D,KAUKGVHXFW,1990-01-01,,RichcBulk
AB137290D,QMMDEQWPGB,1990-01-01,,RichcBulk
AB955511D,NTWGLDFGDG,1990-01-01,,RichcBulk
AB454895D,MSDCGDADMP,1990-01-01,,RichcBulk
AB905552D,IVIAGJKREY,1990-01-01,,RichcBulk
AB415354D,ZICKIVZDVK,1990-01-01,,RichcBulk
AB678923D,WORITROZVS,1990-01-01,,RichcBulk
AB418611D,LZGQYYJUSH,1990-01-01,,RichcBulk
AB192604D,QXRNPGQIZR,1990-01-01,,RichcBulk
AB259508D,POHUUJDNRH,1990-01-01,,RichcBulk
